iata,icao,name,city,country,lat,lon,elev_m,tz
BHJ,VABJ,Bhuj Airport,Bhuj,IN,23.28780,69.67020,82,Asia/Kolkata
BHK,UZSB,Bukhara International Airport,Bukhara,UZ,39.77532,64.48228,229,Asia/Samarkand
BHM,KBHM,Birmingham-Shuttlesworth International Airport,Birmingham,US,33.56288,-86.75071,198,America/Chicago
BHO,VABP,Raja Bhoj International Airport,Bhopal,IN,23.28750,77.33740,522,Asia/Kolkata
BHQ,YBHI,Broken Hill Airport,Broken Hill,AU,-32.00140,141.47200,292,Australia/Broken_Hill
BHS,YBTH,Bathurst Airport,Bathurst,AU,-33.40682,149.65116,742,Australia/Sydney
BHU,VABV,Bhavnagar Airport,Bhavnagar,IN,21.75220,72.18520,13,Asia/Kolkata
BHV,OPBW,Bahawalpur Airport,Bahawalpur,PK,29.34810,71.71800,119,Asia/Karachi
BHX,EGBB,Birmingham Airport,"Birmingham, West Midlands",GB,52.45390,-1.74803,100,Europe/London
BHY,ZGBH,Beihai Fucheng Airport,Beihai,CN,21.53866,109.29368,23,Asia/Shanghai
BIA,LFKB,Bastia-Poretta International airport,Bastia,FR,42.55270,9.48373,8,Europe/Paris
BIH,KBIH,Eastern Sierra Regional Airport,Bishop,US,37.37310,-118.36400,1257,America/Los_Angeles
BIK,WABB,Frans Kaisiepo Airport,Biak,ID,-1.19002,136.10800,14,Asia/Jayapura
BIL,KBIL,Billings Logan International Airport,Billings,US,45.80893,-108.54124,1113,America/Denver
BIM,MYBS,South Bimini Airport,South Bimini,BS,25.69990,-79.26470,3,America/Nassau
BIO,LEBB,Bilbao Airport,Bilbao,ES,43.30110,-2.91061,42,Europe/Madrid
BIQ,LFBZ,Biarritz Pays Basque airport,Biarritz,FR,43.46837,-1.52322,75,Europe/Paris
BIR,VNVT,Biratnagar Airport,Biratnagar,NP,26.48150,87.26400,72,Asia/Kathmandu
BIS,KBIS,Bismarck Municipal Airport,Bismarck,US,46.77273,-100.74687,506,America/Chicago
BJA,DAAE,Soummam–Abane Ramdane Airport,Béjaïa,DZ,36.71255,5.06991,6,Africa/Algiers
BJB,OIMN,Bojnord Airport,Bojnord,IR,37.49300,57.30820,1066,Asia/Tehran
BJC,KBJC,Rocky Mountain Metropolitan Airport,Denver,US,39.90880,-105.11700,1729,America/Denver
BJF,ENBS,Båtsfjord Airport,Båtsfjord,NO,70.60025,29.69261,149,Europe/Oslo
BJL,GBYD,Banjul International Airport,Banjul (Yundum),GM,13.33800,-16.65220,29,Africa/Banjul
BJM,HBBA,Bujumbura Melchior Ndadaye International Airport,Bujumbura,BI,-3.32402,29.31850,787,Africa/Bujumbura
BJR,HABD,Bahir Dar Airport,Bahir Dar,ET,11.60810,37.32160,1822,Africa/Addis_Ababa
BJV,LTFE,Milas Bodrum International Airport,Bodrum,TR,37.24931,27.66401,6,Europe/Istanbul
BJX,MMLO,Guanajuato International Airport,Silao,MX,20.99270,-101.48028,1815,America/Mexico_City
BJZ,LEBZ,Badajoz Airport,Badajoz,ES,38.89130,-6.82133,186,Europe/Madrid
BKG,KBBG,Branson Airport,Branson,US,36.53208,-93.20054,397,America/Chicago
BKI,WBKK,Kota Kinabalu International Airport,Kota Kinabalu,MY,5.93274,116.04932,3,Asia/Kuching
BKK,VTBS,Suvarnabhumi Airport,Bangkok,TH,13.68110,100.74700,2,Asia/Bangkok
BKN,UTAN,Balkanabat International Airport,Balkanabat,TM,39.68105,54.20601,-8,Asia/Ashgabat
BKO,GABS,Modibo Keita International Airport,Bamako,ML,12.53350,-7.94994,380,Africa/Bamako
BKQ,YBCK,Blackall Airport,Blackall,AU,-24.43168,145.42972,283,Australia/Brisbane
BKS,WIGG,Fatmawati Soekarno Airport,Bengkulu,ID,-3.86370,102.33900,15,Asia/Jakarta
BKW,KBKW,Raleigh County Memorial Airport,Beaver,US,37.78730,-81.12420,763,America/New_York
BLA,SVBC,General José Antonio Anzoategui International Airport,Barcelona,VE,10.11111,-64.69222,9,America/Caracas
BLD,KBVU,Boulder City Municipal Airport,Boulder City,US,35.94716,-114.85880,671,America/Los_Angeles
BLE,ESSD,Dala Airport,Borlange,SE,60.42200,15.51520,153,Europe/Stockholm
BLI,KBLI,Bellingham International Airport,Bellingham,US,48.79280,-122.53800,52,America/Los_Angeles
BLJ,DABT,Batna Mostefa Ben Boulaid Airport,Batna,DZ,35.75210,6.30859,822,Africa/Algiers
BLL,EKBI,Billund Airport,Billund,DK,55.74034,9.15702,75,Europe/Copenhagen
BLQ,LIPE,Bologna Guglielmo Marconi Airport,Bologna,IT,44.53540,11.28870,37,Europe/Rome
BLR,VOBL,Kempegowda International Airport Bengaluru,Bengaluru,IN,13.19790,77.70630,914,Asia/Kolkata
BLV,KBLV,Scott AFB/Midamerica Airport,Belleville,US,38.54520,-89.83520,140,America/Chicago
BLZ,FWCL,Chileka International Airport,Blantyre,MW,-15.67719,34.97232,779,Africa/Blantyre
BMA,ESSB,Stockholm-Bromma Airport,Stockholm,SE,59.35440,17.94170,14,Europe/Stockholm
BME,YBRM,Broome International Airport,Broome,AU,-17.94919,122.22830,17,Australia/Perth
BMI,KBMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington/Normal,US,40.47710,-88.91590,265,America/Chicago
BMU,WADB,Sultan Muhammad Salahuddin Airport,Bima,ID,-8.53718,118.68500,1,Asia/Makassar
BMV,VVBM,Buon Ma Thuot Airport,Buon Ma Thuot,VN,12.66830,108.12000,527,Asia/Ho_Chi_Minh
BMW,DATM,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,DZ,21.37780,0.92698,397,Africa/Algiers
BNA,KBNA,Nashville International Airport,Nashville,US,36.12450,-86.67820,183,America/Chicago
BND,OIKB,Bandar Abbas International Airport,Bandar Abbas,IR,27.21830,56.37780,7,Asia/Tehran
BNE,YBBN,Brisbane International Airport,Brisbane,AU,-27.38420,153.11700,4,Australia/Brisbane
BNI,DNBE,Benin Airport,Benin,NG,6.31698,5.59950,79,Africa/Lagos
BNK,YBNA,Ballina Byron Gateway Airport,Ballina,AU,-28.83324,153.56147,2,Australia/Sydney
BNN,ENBN,"Brønnøysund Airport, Brønnøy",Brønnøy,NO,65.46110,12.21750,8,Europe/Oslo
BNS,SVBI,Barinas Airport,Barinas,VE,8.61500,-70.21417,187,America/Caracas
BNX,LQBK,Banja Luka International Airport,Mahovljani,BA,44.94140,17.29750,122,Europe/Sarajevo
BOB,NTTB,Bora Bora Airport,Motu Mute,PF,-16.44440,-151.75101,3,Pacific/Tahiti
BOC,MPBO,"Bocas del Toro ""Isla Colón"" International Airport",Isla Colón,PA,9.34085,-82.25080,3,America/Panama
BOD,LFBD,Bordeaux–Mérignac Airport,Bordeaux,FR,44.82865,-0.71536,49,Europe/Paris
BOG,SKBO,El Dorado International Airport,Bogota,CO,4.70159,-74.14690,2548,America/Bogota
BOH,EGHH,Bournemouth Airport,Bournemouth,GB,50.78048,-1.83958,12,Europe/London
BOI,KBOI,Boise Air Terminal/Gowen Field,Boise,US,43.56440,-116.22300,875,America/Boise
BOJ,LBBG,Burgas Airport,Burgas,BG,42.56992,27.51517,41,Europe/Sofia
BOM,VABB,Chhatrapati Shivaji Maharaj International Airport,Mumbai,IN,19.08870,72.86790,12,Asia/Kolkata
BON,TNCB,Flamingo International Airport,Kralendijk,BQ,12.13100,-68.26850,6,America/Kralendijk
BOO,ENBO,Bodø Airport,Bodø,NO,67.26920,14.36530,13,Europe/Oslo
BOR,VLBK,Bokeo International Airport,Ton Phueng,LA,20.32399,100.16539,358,Asia/Vientiane
BOS,KBOS,Boston Logan International Airport,Boston,US,42.36197,-71.00790,6,America/New_York
BOY,DFOO,Bobo Dioulasso Airport,Bobo Dioulasso,BF,11.16010,-4.33097,461,Africa/Ouagadougou
BPE,ZBDH,Qinhuangdao Beidaihe Airport,Qinhuangdao (Changli),CN,39.66638,119.06138,14,Asia/Shanghai
BPL,ZWBL,Bole Alashankou Airport,Bole,CN,44.89546,82.30007,382,Asia/Urumqi
BPN,WALL,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,Balikpapan,ID,-1.26834,116.89452,4,Asia/Makassar
BPS,SBPS,Porto Seguro International Airport,Porto Seguro,BR,-16.43843,-39.08058,52,America/Bahia
BPT,KBPT,Jack Brooks Regional Airport,Beaumont/Port Arthur,US,29.95080,-94.02070,5,America/Chicago
BPX,ZUBD,Qamdo Bangda Airport,Bangda,CN,30.55360,97.10830,4334,Asia/Shanghai
BPY,FMNQ,Besalampy Airport,Besalampy,MG,-16.74453,44.48248,38,Indian/Antananarivo
BQK,KBQK,Brunswick Golden Isles Airport,Brunswick,US,31.25880,-81.46650,8,America/New_York
BQL,YBOU,Boulia Airport,,AU,-22.91330,139.89999,165,Australia/Brisbane
BQN,TJBQ,Rafael Hernández International Airport,Aguadilla,PR,18.49490,-67.12940,72,America/Puerto_Rico
BQS,UHBB,Ignatyevo Airport,Blagoveschensk,RU,50.42672,127.41550,194,Asia/Yakutsk
BQT,UMBB,Brest International Airport,Brest,BY,52.10814,23.89676,143,Europe/Minsk
BQU,TVSB,J F Mitchell Airport,Bequia,VC,12.98840,-61.26200,5,America/St_Vincent
BRC,SAZS,Teniente Luis Candelaria International Airport,San Carlos de Bariloche,AR,-41.15120,-71.15750,846,America/Argentina/Salta
BRD,KBRD,Brainerd Lakes Regional Airport,Brainerd,US,46.40286,-94.12973,376,America/Chicago
BRE,EDDW,Bremen Airport,Bremen,DE,53.04679,8.78932,4,Europe/Berlin
BRI,LIBD,Bari Karol Wojtyła International Airport,Bari,IT,41.13890,16.76060,59,Europe/Rome
BRK,YBKE,Bourke Airport,,AU,-30.03920,145.95200,107,Australia/Sydney
BRL,KBRL,Southeast Iowa Regional Airport,Burlington,US,40.78320,-91.12550,213,America/Chicago
BRM,SVBM,Jacinto Lara International Airport,Barquisimeto,VE,10.04275,-69.35862,622,America/Caracas
BRN,LSZB,Bern Airport,Bern,CH,46.91274,7.49882,509,Europe/Zurich
BRO,KBRO,Brownsville South Padre Island International Airport,Brownsville,US,25.90724,-97.42524,7,America/Chicago
BRQ,LKTB,Brno-Tuřany Airport,Brno,CZ,49.15128,16.69397,237,Europe/Prague
BRR,EGPR,Barra Airport,Eoligarry,GB,57.02280,-7.44306,2,Europe/London
BRS,EGGD,Bristol Airport,Bristol,GB,51.38233,-2.71645,190,Europe/London
BRU,EBBR,Brussels Airport,Zaventem,BE,50.90140,4.48444,53,Europe/Brussels
BRW,PABR,Wiley Post Will Rogers Memorial Airport,Utqiaġvik,US,71.28540,-156.76601,13,America/Anchorage
BRX,MDBH,Maria Montez International Airport,Barahona,DO,18.25150,-71.12040,3,America/Santo_Domingo
BSA,HCMF,Bender Qassim International Airport,Bosaso,SO,11.27524,49.13923,1,Africa/Mogadishu
BSB,SBBR,Presidente Juscelino Kubitschek International Airport,Brasília,BR,-15.86917,-47.92083,1066,America/Sao_Paulo
BSC,SKBS,José Celestino Mutis Airport,Bahía Solano,CO,6.20292,-77.39470,24,America/Bogota
BSD,ZPBS,Baoshan Yunrui Airport,Baoshan (Longyang),CN,25.05330,99.16830,1662,Asia/Shanghai
BSG,FGBT,Bata International Airport,Bata,GQ,1.90547,9.80568,4,Africa/Malabo
BSK,DAUB,Biskra - Mohamed Khider Airport,Biskra,DZ,34.79318,5.73890,88,Africa/Algiers
BSL,LFSB,EuroAirport Basel–Mulhouse–Freiburg,Bâle / Mulhouse,FR,47.60068,7.52112,270,Europe/Paris
BSO,RPUO,Basco Airport,Basco,PH,20.45130,121.98000,89,Asia/Manila
BSR,ORMM,Basra International Airport,Basra,IQ,30.54910,47.66210,3,Asia/Baghdad
BSZ,UCFM,Manas International Airport,Bishkek,KG,43.06130,74.47760,627,Asia/Bishkek
BTC,VCCB,Batticaloa International Airport,Batticaloa,LK,7.70507,81.67716,6,Asia/Colombo
BTH,WIDD,Hang Nadim International Airport,Batam,ID,1.12103,104.11900,38,Asia/Jakarta
BTI,PABA,Barter Island Long Range Radar Station Airport,Barter Island,US,70.13400,-143.58200,1,America/Anchorage
BTJ,WITT,Sultan Iskandar Muda International Airport,Banda Aceh,ID,5.52509,95.41997,20,Asia/Jakarta
BTK,UIBB,Bratsk Airport,Bratsk,RU,56.36960,101.70182,491,Asia/Irkutsk
BTM,KBTM,Bert Mooney Airport,Butte,US,45.95480,-112.49700,1692,America/Denver
BTR,KBTR,Baton Rouge Metropolitan Airport,Baton Rouge,US,30.53320,-91.14960,21,America/Chicago
BTS,LZIB,M. R. Štefánik Airport,Bratislava,SK,48.17020,17.21270,133,Europe/Bratislava
BTU,WBGB,Bintulu Airport,Bintulu,MY,3.12385,113.02000,23,Asia/Kuching
BTV,KBTV,Patrick Leahy Burlington International Airport,Burlington,US,44.47190,-73.15330,102,America/New_York
BUA,AYBK,Buka Airport,Buka Island,PG,-5.42230,154.67270,3,Pacific/Bougainville
BUD,LHBP,Budapest Liszt Ferenc International Airport,Budapest,HU,47.43018,19.26239,151,Europe/Budapest
BUF,KBUF,Buffalo Niagara International Airport,Buffalo,US,42.94050,-78.73220,222,America/New_York
BUN,SKBU,Gerardo Tobar López Airport,Buenaventura,CO,3.81963,-76.98980,15,America/Bogota
BUQ,FVJN,Joshua Mqabuko Nkomo International Airport,Bulawayo,ZW,-20.01628,28.62290,1329,Africa/Harare
BUR,KBUR,Hollywood Burbank/Bob Hope Airport,Burbank,US,34.20283,-118.35805,237,America/Los_Angeles
BUS,UGSB,Alexander Kartveli Batumi International Airport,Batumi,GE,41.60939,41.60032,32,Asia/Tbilisi
BUX,FZKA,Bunia Airport,Bunia,CD,1.56574,30.22068,1233,Africa/Lubumbashi
BUZ,OIBB,Bushehr Airport,Bushehr,IR,28.94480,50.83460,21,Asia/Tehran
BVA,LFOB,Beauvais-Tillé airport,Beauvais,FR,49.45440,2.11278,109,Europe/Paris
BVB,SBBV,Atlas Brasil Cantanhede International Airport,Boa Vista,BR,2.84615,-60.69065,84,America/Boa_Vista
BVC,GVBA,Aristides Pereira International Airport,Rabil,CV,16.13650,-22.88890,21,Atlantic/Cape_Verde
BVE,LFSL,Brive Souillac airport,Brive,FR,45.03972,1.48556,310,Europe/Paris
BVG,ENBV,Berlevåg Airport,Berlevåg,NO,70.87152,29.03410,13,Europe/Oslo
BVH,SBVH,Brigadeiro Camarão Airport,Vilhena,BR,-12.69440,-60.09830,615,America/Porto_Velho
BVI,YBDV,Birdsville Airport,,AU,-25.89750,139.34801,48,Australia/Brisbane
BVJ,USDB,Bovanenkovo Airport,Bovanenkovo,RU,70.31528,68.33361,7,Asia/Yekaterinburg
BWA,VNBW,Gautam Buddha International Airport,Siddharthanagar (Bhairahawa),NP,27.50464,83.41038,109,Asia/Kathmandu
BWI,KBWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US,39.17540,-76.66830,45,America/New_York
BWK,LDSB,Brač Airport,Gornji Humac,HR,43.28445,16.67836,541,Europe/Zagreb
BWN,WBSB,Brunei International Airport,Bandar Seri Begawan,BN,4.94420,114.92800,22,Asia/Brunei
BWO,UWSB,Balakovo Airport,Balakovo,RU,51.85830,47.74560,29,Europe/Saratov
BWT,YWYY,Wynyard Airport,Burnie,AU,-40.99704,145.72600,19,Australia/Hobart
BXH,UAAH,Balkhash Airport,Balkhash,KZ,46.89425,75.00453,441,Asia/Almaty
BXR,OIKM,Bam Airport,Bam,IR,29.08420,58.45000,985,Asia/Tehran
BXU,RPME,Bancasi Airport,Butuan,PH,8.95150,125.47880,43,Asia/Manila
BXY,UAOL,Baikonur Krayniy International Airport,Baikonur,KZ,45.62199,63.21077,97,Asia/Qyzylorda
BYK,DIBK,Bouaké Airport,Bouaké,CI,7.73880,-5.07367,375,Africa/Abidjan
BYM,MUBY,Carlos Manuel de Cespedes Airport,Bayamo,CU,20.39640,-76.62140,62,America/Havana
BYN,ZMBH,Bayankhongor Airport,Bayankhongor,MN,46.16330,100.70400,1855,Asia/Ulaanbaatar
BZE,MZBZ,Philip S. W. Goldson International Airport,Belize City,BZ,17.53995,-88.30356,5,America/Belize
BZG,EPBY,Ignacy Jan Paderewski Bydgoszcz Airport,Bydgoszcz,PL,53.09680,17.97770,72,Europe/Warsaw
BZI,LTBF,Balıkesir Airport,Balıkesir,TR,39.61930,27.92600,104,Europe/Istanbul
BZL,VGBR,Barisal Airport,Barisal,BD,22.80100,90.30120,7,Asia/Dhaka
BZN,KBZN,Bozeman Yellowstone International Airport,Bozeman,US,45.77885,-111.15371,1363,America/Denver
BZO,LIPB,Bolzano Airport,Bolzano (BZ),IT,46.45925,11.32612,240,Europe/Rome
BZR,LFMU,Béziers Vias airport,Béziers,FR,43.32350,3.35390,17,Europe/Paris
BZV,FCBB,Maya-Maya International Airport,Brazzaville,CG,-4.25170,15.25300,319,Africa/Brazzaville
BZX,ZUBZ,Bazhong Enyang Airport,Bazhong,CN,31.73842,106.64487,550,Asia/Shanghai
CAB,FNCA,Cabinda Airport,Cabinda,AO,-5.59839,12.18815,20,Africa/Luanda
CAC,SBCA,Coronel Adalberto Mendes da Silva Airport,Cascavel,BR,-25.00032,-53.50121,756,America/Sao_Paulo
CAE,KCAE,Columbia Metropolitan Airport,Columbia,US,33.93817,-81.12302,72,America/New_York
CAG,LIEE,Cagliari Elmas Airport,Cagliari,IT,39.25150,9.05428,4,Europe/Rome
CAH,VVCM,Cà Mau Airport,Ca Mau City,VN,9.17767,105.17778,2,Asia/Ho_Chi_Minh
CAI,HECA,Cairo International Airport,Cairo,EG,30.11153,31.39669,98,Africa/Cairo
CAJ,SVCN,Canaima Airport,Canaima,VE,6.23199,-62.85485,442,America/Caracas
CAK,KCAK,Akron Canton Regional Airport,Akron,US,40.91610,-81.44220,374,America/New_York
CAL,EGEC,Campbeltown Airport,Campbeltown,GB,55.43720,-5.68639,13,Europe/London
CAN,ZGGG,Guangzhou Baiyun International Airport,Guangzhou (Huadu),CN,23.39240,113.29900,15,Asia/Shanghai
CAP,MTCH,Cap Haitien International Airport,Cap Haitien,HT,19.72555,-72.20071,3,America/Port-au-Prince
CAT,LPCS,Cascais Airport,Cascais,PT,38.72500,-9.35523,99,Europe/Lisbon
CAW,SBCP,Bartolomeu Lisandro Airport,Campos dos Goytacazes,BR,-21.69830,-41.30170,18,America/Sao_Paulo
CAY,SOCA,Cayenne – Félix Eboué Airport,Matoury,GF,4.81996,-52.36133,8,America/Cayenne
CAZ,YCBA,Cobar Airport,,AU,-31.53830,145.79401,221,Australia/Sydney
CBB,SLCB,Jorge Wilsterman International Airport,Cochabamba,BO,-17.42111,-66.17710,2548,America/La_Paz
CBH,DAOR,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,DZ,31.64570,-2.26986,811,Africa/Algiers
CBO,RPMC,Cotabato (Awang) Airport,Datu Odin Sinsuat,PH,7.16475,124.20994,58,Asia/Manila
CBQ,DNCA,Margaret Ekpo International Airport,Calabar,NG,4.97602,8.34720,64,Africa/Lagos
CBR,YSCB,Canberra Airport,Canberra,AU,-35.30690,149.19501,575,Australia/Sydney
CBT,FNCT,Catumbela Airport,Catumbela,AO,-12.47920,13.48690,7,Africa/Luanda
CCC,MUCC,Jardines Del Rey Airport,Cayo Coco,CU,22.46100,-78.32840,4,America/Havana
CCE,HECP,Capital International Airport,New Cairo,EG,30.06465,31.83997,232,Africa/Cairo
CCF,LFMK,Carcassonne Salvaza Airport,Carcassonne,FR,43.21600,2.30632,132,Europe/Paris
CCJ,VOCL,Calicut International Airport,Calicut,IN,11.13600,75.95515,104,Asia/Kolkata
CCK,YPCC,Cocos (Keeling) Islands Airport,West Island,CC,-12.19222,96.83410,3,Indian/Cocos
CCP,SCIE,Carriel Sur International Airport,Concepcion,CL,-36.77235,-73.06283,8,America/Santiago
CCR,KCCR,Buchanan Field,Concord,US,37.98970,-122.05700,8,America/Los_Angeles
CCS,SVMI,Maiquetía Simón Bolívar International Airport,Maiquetía,VE,10.60221,-66.99117,71,America/Caracas
CCU,VECC,Netaji Subhash Chandra Bose International Airport,Kolkata,IN,22.65401,88.44765,5,Asia/Kolkata
CCZ,MYBC,Chub Cay Airport,Chub Cay,BS,25.41710,-77.88090,2,America/Nassau
CDB,PACD,Cold Bay Airport,Cold Bay,US,55.20787,-162.72503,29,America/Nome
CDC,KCDC,Cedar City Regional Airport,Cedar City,US,37.70100,-113.09900,1714,America/Denver
CDE,ZBCD,Chengde Puning Airport,Chengde,CN,41.12250,118.07389,0,Asia/Shanghai
CDG,LFPG,Charles de Gaulle International Airport,"Paris (Roissy-en-France, Val-d'Oise)",FR,49.00896,2.55412,119,Europe/Paris
CDP,VOCP,Kadapa Airport,Kadapa,IN,14.51315,78.76918,131,Asia/Kolkata
CDR,KCDR,Chadron Municipal Airport,Chadron,US,42.83760,-103.09500,1005,America/Denver
CDT,LECH,Castellón-Costa Azahar Airport,Castellón de la Plana,ES,40.21389,0.07333,360,Europe/Madrid
CDV,PACV,Merle K (Mudhole) Smith Airport,Cordova,US,60.49180,-145.47800,16,America/Anchorage
CEB,RPVM,Mactan Cebu International Airport,Cebu City/Lapu-Lapu City,PH,10.30926,123.97974,9,Asia/Manila
CEC,KCEC,Jack Mc Namara Field Airport,Crescent City,US,41.77893,-124.23640,19,America/Los_Angeles
CED,YCDU,Ceduna Airport,,AU,-32.13060,133.71001,23,Australia/Adelaide
CEE,ULWC,Cherepovets Airport,Cherepovets,RU,59.27360,38.01580,115,Europe/Moscow
CEI,VTCT,Mae Fah Luang - Chiang Rai International Airport,Chiang Rai,TH,19.95230,99.88290,390,Asia/Bangkok
CEK,USCC,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU,55.30314,61.50493,234,Asia/Yekaterinburg
CEN,MMCN,Ciudad Obregón International Airport,Ciudad Obregón,MX,27.39260,-109.83300,74,America/Hermosillo
CEZ,KCEZ,Cortez Municipal Airport,Cortez,US,37.30300,-108.62800,1804,America/Denver
CFE,LFLC,Clermont-Ferrand Auvergne airport,Clermont-Ferrand,FR,45.78670,3.16917,332,Europe/Paris
CFG,MUCF,Jaime Gonzalez Airport,Cienfuegos,CU,22.15000,-80.41420,31,America/Havana
CFK,DAOI,Chlef Aboubakr Belkaid International Airport,Chlef,DZ,36.21661,1.34111,141,Africa/Algiers
CFN,EIDL,Donegal Airport,Donegal,IE,55.04420,-8.34100,9,Europe/Dublin
CFR,LFRK,Caen Carpiquet airport,Caen,FR,49.17678,-0.45488,78,Europe/Paris
CFS,YCFS,Coffs Harbour Airport,Coffs Harbour,AU,-30.32060,153.11600,5,Australia/Sydney
CFU,LGKR,Corfu Ioannis Kapodistrias International Airport,Kerkyra (Corfu),GR,39.60145,19.91218,2,Europe/Athens
CGB,SBCY,Várzea Grande–Marechal Rondon International Airport,Cuiabá,BR,-15.65290,-56.11670,188,America/Cuiaba
CGD,ZGCD,Changde Taohuayuan Airport,Changde (Dingcheng),CN,28.91890,111.64000,39,Asia/Shanghai
CGH,SBSP,Congonhas–Deputado Freitas Nobre Airport,São Paulo,BR,-23.62766,-46.65460,802,America/Sao_Paulo
CGI,KCGI,Cape Girardeau Regional Airport,Cape Girardeau,US,37.22530,-89.57080,104,America/Chicago
CGK,WIII,Soekarno-Hatta International Airport,Jakarta,ID,-6.12557,106.65600,10,Asia/Jakarta
CGM,RPMH,Camiguin Airport,Mambajao,PH,9.25389,124.70911,16,Asia/Manila
CGN,EDDK,Cologne Bonn Airport,Köln (Cologne),DE,50.86590,7.14274,92,Europe/Berlin
CGO,ZHCC,Zhengzhou Xinzheng International Airport,Zhengzhou,CN,34.52650,113.84916,151,Asia/Shanghai
CGP,VGEG,Shah Amanat International Airport,Chattogram (Chittagong),BD,22.24960,91.81330,4,Asia/Dhaka
CGQ,ZYCC,Changchun Longjia International Airport,Changchun,CN,43.99620,125.68500,215,Asia/Shanghai
CGR,SBCG,Campo Grande Airport,Campo Grande,BR,-20.47000,-54.67399,559,America/Campo_Grande
CGY,RPMY,Laguindingan International Airport,Laguindingan,PH,8.61220,124.45650,58,Asia/Manila
CHA,KCHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,US,35.03530,-85.20380,208,America/New_York
CHC,NZCH,Christchurch International Airport,Christchurch,NZ,-43.48903,172.53206,37,Pacific/Auckland
CHG,ZYCY,Chaoyang Airport,"Shuangta, Chaoyang",CN,41.53810,120.43500,173,Asia/Shanghai
CHH,SPPY,Chachapoyas Airport,Chachapoyas,PE,-6.20191,-77.85619,2540,America/Lima
CHM,SPEO,FAP Lieutenant Jaime Andres de Montreuil Morales Airport,Chimbote,PE,-9.14961,-78.52380,21,America/Lima
CHO,KCHO,Charlottesville Albemarle Airport,Charlottesville,US,38.13860,-78.45290,195,America/New_York
CHQ,LGSA,Chania International Airport,Souda,GR,35.53121,24.15067,149,Europe/Athens
CHS,KCHS,Charleston International Airport,Charleston,US,32.89616,-80.03815,14,America/New_York
CHT,NZCI,Inia William Tuuta Memorial Airport,Te One,NZ,-43.81189,-176.46514,13,Pacific/Chatham
CHX,MPCH,Changuinola Captain Manuel Niño International Airport,Changuinola,PA,9.45896,-82.51506,6,America/Panama
CIA,LIRA,Ciampino–G. B. Pastine International Airport,Rome,IT,41.79877,12.59533,130,Europe/Rome
CID,KCID,The Eastern Iowa Airport,Cedar Rapids,US,41.88470,-91.71080,265,America/Chicago
